Region,date,MedianAgePop,NatChangeRT,CNMR,NetMigrations
Latin America & Caribbean,2027,32.16835,7.0485,-0.437,-374.726
Latin America & Caribbean,2028,32.5853,6.779,-0.391,-382.361
Latin America & Caribbean,2029,33.00405,6.4985,-0.4925,-366.256
Latin America & Caribbean,2030,33.4226,6.2065,-0.5405,-357.26
Latin America & Caribbean,2031,33.8208,5.912,-0.417,-346.046
Latin America & Caribbean,2032,34.18905,5.6205,-0.432,-337.739
Latin America & Caribbean,2033,34.55235,5.325,-0.4195,-327.244
Latin America & Caribbean,2034,34.9108,5.029,-0.4315,-310.06
Latin America & Caribbean,2035,35.26465,4.725,-0.382,-303.25
Latin America & Caribbean,2036,35.61365,4.44,-0.371,-299.849
Latin America & Caribbean,2037,35.96,4.149,-0.42,-295.418
Latin America & Caribbean,2038,36.30525,3.8615,-0.397,-280.082
Latin America & Caribbean,2039,36.65075,3.572,-0.404,-278.846
Latin America & Caribbean,2040,37.0187,3.3,-0.3535,-267.318
Latin America & Caribbean,2041,37.38495,3.036,-0.3545,-270.585
Latin America & Caribbean,2042,37.74945,2.782,-0.323,-260.775
Latin America & Caribbean,2043,38.11275,2.528,-0.325,-266.9
Latin America & Caribbean,2044,38.4757,2.2915,-0.3185,-262.377
Latin America & Caribbean,2045,38.8387,2.049,-0.3225,-266.364
Latin America & Caribbean,2046,39.2046,1.8125,-0.3125,-259.958
Latin America & Caribbean,2047,39.5742,1.582,-0.3435,-249.428
Latin America & Caribbean,2048,39.94855,1.348,-0.347,-249.436
Latin America & Caribbean,2049,40.32585,1.127,-0.307,-265.642
Latin America & Caribbean,2050,40.70615,0.904,-0.3135,-239.97
Latin America & Caribbean,2051,41.0921,0.6825,-0.3015,-251.026
Latin America & Caribbean,2052,41.4073,0.4675,-0.296,-243.508
Latin America & Caribbean,2053,41.71245,0.2505,-0.3135,-253.341
Latin America & Caribbean,2054,42.0142,0.0415,-0.316,-251.501
Latin America & Caribbean,2055,42.30185,-0.166,-0.312,-248.28
Latin America & Caribbean,2056,42.5913,-0.374,-0.3155,-250.322
Latin America & Caribbean,2057,42.87625,-0.579,-0.289,-254.668
Latin America & Caribbean,2058,43.15975,-0.7855,-0.2955,-240.303
Latin America & Caribbean,2059,43.43585,-0.977,-0.3155,-253.754
Latin America & Caribbean,2060,43.701,-1.1775,-0.3695,-254.238
Latin America & Caribbean,2061,43.9569,-1.38,-0.3225,-243.601
Latin America & Caribbean,2062,44.2021,-1.589,-0.3135,-248.633
Latin America & Caribbean,2063,44.43615,-1.791,-0.299,-252.2
Latin America & Caribbean,2064,44.6584,-2.0085,-0.359,-248.22
Latin America & Caribbean,2065,44.87345,-2.2125,-0.3305,-258.53
Latin America & Caribbean,2066,45.0722,-2.443,-0.338,-251.732
Latin America & Caribbean,2067,45.25995,-2.6725,-0.3265,-247.947
Latin America & Caribbean,2068,45.43545,-2.908,-0.3545,-242.158
Latin America & Caribbean,2069,45.6189,-3.136,-0.3355,-237.476
Latin America & Caribbean,2070,45.8555,-3.3525,-0.327,-239.469
Latin America & Caribbean,2071,46.08295,-3.558,-0.2845,-226.852
Latin America & Caribbean,2072,46.3023,-3.7535,-0.328,-224.547
Latin America & Caribbean,2073,46.51765,-3.954,-0.315,-228.216
Latin America & Caribbean,2074,46.72775,-4.184,-0.344,-215.801
Latin America & Caribbean,2075,46.93035,-4.392,-0.281,-216.172
Latin America & Caribbean,2076,47.1297,-4.613,-0.3275,-210.931
Latin America & Caribbean,2077,47.3246,-4.8385,-0.264,-213.099
Latin America & Caribbean,2078,47.513,-5.071,-0.269,-213.664
Latin America & Caribbean,2079,47.6961,-5.286,-0.298,-213.719
Latin America & Caribbean,2080,47.87325,-5.5125,-0.274,-208.491
Latin America & Caribbean,2081,48.04345,-5.7185,-0.2725,-204.718
Latin America & Caribbean,2082,48.20645,-5.848,-0.28,-193.836
Latin America & Caribbean,2083,48.3623,-5.96,-0.245,-188.204
Latin America & Caribbean,2084,48.51235,-6.067,-0.2525,-190.485
Latin America & Caribbean,2085,48.64465,-6.1825,-0.2255,-193.53
Latin America & Caribbean,2086,48.76575,-6.2835,-0.242,-193.173
Latin America & Caribbean,2087,48.88285,-6.367,-0.214,-185.362
Latin America & Caribbean,2088,48.9955,-6.4095,-0.227,-181.41
Latin America & Caribbean,2089,49.10365,-6.4565,-0.2055,-187.731
Latin America & Caribbean,2090,49.2082,-6.4835,-0.2,-187.73
Latin America & Caribbean,2091,49.31065,-6.5175,-0.208,-183.894
Latin America & Caribbean,2092,49.41005,-6.5455,-0.2135,-176.165
Latin America & Caribbean,2093,49.50365,-6.5695,-0.2065,-187.989
Latin America & Caribbean,2094,49.59275,-6.586,-0.2065,-179.064
Latin America & Caribbean,2095,49.678,-6.6095,-0.23,-180.112
Latin America & Caribbean,2096,49.75985,-6.6265,-0.1995,-180.865
Latin America & Caribbean,2097,49.83875,-6.6445,-0.1945,-174.243
Latin America & Caribbean,2098,49.91495,-6.662,-0.2695,-173.729
Latin America & Caribbean,2099,49.989,-6.676,-0.2665,-166.503
Latin America & Caribbean,2100,50.061,-6.693,-0.2705,-168.733
Middle East & North Africa,1950,18.2773,23.283,0,13.992
Middle East & North Africa,1951,18.3086,23.458,0,9.04400000000001
Middle East & North Africa,1952,18.2975,25.085,0,10.889
Middle East & North Africa,1953,18.2429,25.73,0,3.064
Middle East & North Africa,1954,18.1522,25.66,0,3.653
Middle East & North Africa,1955,18.0053,25.824,0,7.326
Middle East & North Africa,1956,17.8881,25.746,0,-22.943
Middle East & North Africa,1957,17.8402,25.761,0,-65.225
Middle East & North Africa,1958,17.8079,25.668,0,-111.074
Middle East & North Africa,1959,17.7462,25.502,0,-62.086
Middle East & North Africa,1960,17.6605,26.209,0,-69.987
Middle East & North Africa,1961,17.6864,27.105,0.84,-115.889
Middle East & North Africa,1962,17.6279,29.109,0.907,-73.709
Middle East & North Africa,1963,17.5765,29.358,0.863,-114.824
Middle East & North Africa,1964,17.2084,29.137,0.646,-113.65
Middle East & North Africa,1965,16.9478,29.633,-0.459,-139.165
Middle East & North Africa,1966,16.7557,30.285,-0.478,1.25600000000002
Middle East & North Africa,1967,16.6967,30.735,-1.556,18.729
Middle East & North Africa,1968,16.6118,30.954,-0.546,59.624
Middle East & North Africa,1969,16.4184,31.172,-0.599,58.996
Middle East & North Africa,1970,16.4316,31.262,-1.013,-0.335999999999991
Middle East & North Africa,1971,16.4942,31.118,-0.894,-23.471
Middle East & North Africa,1972,16.5673,30.97,-1.525,-41.316
Middle East & North Africa,1973,16.4185,30.837,-0.998,-25.865
Middle East & North Africa,1974,16.355,30.726,-1.065,-10.27
Middle East & North Africa,1975,16.1714,30.513,0,327.273
Middle East & North Africa,1976,16.0809,30.524,0,306.373
Middle East & North Africa,1977,16.0312,30.546,0.315,119.614
Middle East & North Africa,1978,16.1605,30.544,0.583,138.45
Middle East & North Africa,1979,16.3019,30.387,-0.73,141.872
Middle East & North Africa,1980,16.4443,30.546,1.159,286.856
Middle East & North Africa,1981,16.5836,30.376,2.031,235.876
Middle East & North Africa,1982,16.7242,30.064,1.104,131.398
Middle East & North Africa,1983,16.8717,29.635,1.558,241.84
Middle East & North Africa,1984,17.0338,29.157,3.233,452.658
Middle East & North Africa,1985,17.2151,28.264,2.216,185.585
Middle East & North Africa,1986,17.4164,27.213,2.435,373.299
Middle East & North Africa,1987,17.6358,26.755,1.093,267.619
Middle East & North Africa,1988,17.8528,26.43,0.493,207.945
Middle East & North Africa,1989,17.9116,25.391,0.928,293.303
Middle East & North Africa,1990,17.9983,24.843,0.213,-799.289
Middle East & North Africa,1991,18.1065,23.736,0.949,686.758
Middle East & North Africa,1992,18.3433,23.119,1.897,529.27
Middle East & North Africa,1993,18.851,22.401,2.464,780.98
Middle East & North Africa,1994,19.1013,21.822,0.015,174.819
Middle East & North Africa,1995,19.1376,21.43,0.665,201.302
Middle East & North Africa,1996,19.3094,21.292,0.681,268.421
Middle East & North Africa,1997,19.4882,21.483,0.32,285.219
Middle East & North Africa,1998,19.8018,21.322,-0.431,326.235
Middle East & North Africa,1999,20.2823,20.706,-0.186,324.71
Middle East & North Africa,2000,20.767,20.367,0.105,640.674
Middle East & North Africa,2001,21.2528,20.193,-0.249,516.349
Middle East & North Africa,2002,21.7436,19.852,-0.836,608.575
Middle East & North Africa,2003,22.2218,19.403,-1.016,447.559
Middle East & North Africa,2004,22.4073,18.677,1.081,637.628
Middle East & North Africa,2005,22.5838,18.285,0.711,771.729
Middle East & North Africa,2006,22.8626,18.609,1.672,995.408
Middle East & North Africa,2007,23.2436,18.557,1.387,1312.987
Middle East & North Africa,2008,23.6172,18.613,0.901,1056.587
Middle East & North Africa,2009,23.9817,18.55,1.009,694.374
Middle East & North Africa,2010,24.3357,18.918,0.668,598.745
Middle East & North Africa,2011,25.0212,19.078,0.943,909.31
Middle East & North Africa,2012,25.3603,17.794,1.248,879.503
Middle East & North Africa,2013,25.7092,17.57,4.085,926.218
Middle East & North Africa,2014,26.2479,17.18,0.522,502.998
Middle East & North Africa,2015,26.5834,16.549,-0.595,345.611
Middle East & North Africa,2016,26.8108,16.042,-0.704,-50.902
Middle East & North Africa,2017,27.126,15.911,-0.365,-1457.855
Middle East & North Africa,2018,27.4921,15.671,-0.639,-740.607
Middle East & North Africa,2019,27.8745,14.981,-0.676,-47.8009999999999
Middle East & North Africa,2020,27.8128,14.168,-0.97,-275.212
Middle East & North Africa,2021,27.9539,14.118,-0.097,422.019
Middle East & North Africa,2022,28.1059,13.764,0.615,2855.434
Middle East & North Africa,2023,28.3232,14.075,0.597,1798.106
Middle East & North Africa,2024,28.5545,14.158,0.467,1049.248
Middle East & North Africa,2025,28.7934,13.389,-0.023,407.619
Middle East & North Africa,2026,29.0432,12.644,0.346,503.052
Middle East & North Africa,2027,29.2902,12.072,1.353,336.524
Middle East & North Africa,2028,29.3376,11.922,1.171,183.81
Middle East & North Africa,2029,29.393,11.806,0.633,98.855
Middle East & North Africa,2030,29.4547,11.732,0.589,-53.326
Middle East & North Africa,2031,29.5992,11.696,0.593,-65.594
