var,type,sector,countrycode,year,value
csh,x,consumer goods,CHN,1952,0.0043399902
csh,x,consumer goods,CHN,1953,0.0037644683
csh,x,consumer goods,CHN,1954,0.0050496868
csh,x,consumer goods,CHN,1955,0.0036456545
csh,x,consumer goods,CHN,1956,0.0059373991
csh,x,consumer goods,CHN,1957,0.0058326197
csh,x,consumer goods,CHN,1958,0.0064046113
csh,x,consumer goods,CHN,1959,0.008679556
csh,x,consumer goods,CHN,1960,0.0102206059
csh,x,consumer goods,CHN,1961,0.0085336939
csh,x,consumer goods,CHN,1962,0.0073068577
csh,x,consumer goods,CHN,1963,0.0069017533
csh,x,consumer goods,CHN,1964,0.0065991839
csh,x,consumer goods,CHN,1965,0.0065218394
csh,x,consumer goods,CHN,1966,0.0058743695
csh,x,consumer goods,CHN,1967,0.0050428351
csh,x,consumer goods,CHN,1968,0.0051513473
csh,x,consumer goods,CHN,1969,0.0045962035
csh,x,consumer goods,CHN,1970,0.0037448112
csh,x,consumer goods,CHN,1971,0.0040491991
csh,x,consumer goods,CHN,1972,0.005025657
csh,x,consumer goods,CHN,1973,0.0068159146
csh,x,consumer goods,CHN,1974,0.0085695837
csh,x,consumer goods,CHN,1975,0.0082681398
csh,x,consumer goods,CHN,1976,0.0081225242
csh,x,consumer goods,CHN,1977,0.0076922355
csh,x,consumer goods,CHN,1978,0.0078001567
csh,x,consumer goods,CHN,1979,0.0092598782
csh,x,consumer goods,CHN,1980,0.011355341
csh,x,consumer goods,CHN,1981,0.014603219
csh,x,consumer goods,CHN,1982,0.0147510492
csh,x,consumer goods,CHN,1983,0.01383994
csh,x,consumer goods,CHN,1984,0.01491423
csh,x,consumer goods,CHN,1985,0.0136492657
csh,x,consumer goods,CHN,1986,0.0155778555
csh,x,consumer goods,CHN,1987,0.0182265913
csh,x,consumer goods,CHN,1988,0.0222352204
csh,x,consumer goods,CHN,1989,0.02061973
csh,x,consumer goods,CHN,1990,0.0262914207
csh,x,consumer goods,CHN,1991,0.0282310057
csh,x,consumer goods,CHN,1992,0.03366658
csh,x,consumer goods,CHN,1993,0.0361916978
csh,x,consumer goods,CHN,1994,0.0464855236
csh,x,consumer goods,CHN,1995,0.0460043082
csh,x,consumer goods,CHN,1996,0.0491219996
csh,x,consumer goods,CHN,1997,0.0606945292
csh,x,consumer goods,CHN,1998,0.0616280352
csh,x,consumer goods,CHN,1999,0.0610326471
csh,x,consumer goods,CHN,2000,0.063570296
csh,x,consumer goods,CHN,2001,0.0624499782
csh,x,consumer goods,CHN,2002,0.0653638414
csh,x,consumer goods,CHN,2003,0.0683884241
csh,x,consumer goods,CHN,2004,0.0648533716
csh,x,consumer goods,CHN,2005,0.0716477303
csh,x,consumer goods,CHN,2006,0.0761771472
csh,x,consumer goods,CHN,2007,0.0732786067
csh,x,consumer goods,CHN,2008,0.0689543832
csh,x,consumer goods,CHN,2009,0.0517718016
csh,x,consumer goods,CHN,2010,0.0556444542
csh,x,consumer goods,CHN,2011,0.0613226914
csh,x,consumer goods,CHN,2012,0.0636243536
csh,x,consumer goods,CHN,2013,0.0648319302
csh,x,consumer goods,CHN,2014,0.0651161591
csh,x,consumer goods,CHN,2015,0.0556232492
csh,x,consumer goods,CHN,2016,0.0539404055
csh,x,consumer goods,CHN,2017,0.0439331636
csh,x,consumer goods,CHN,2018,0.0451072342
csh,x,consumer goods,CHN,2019,0.04477466
csh,x,consumer goods,JPN,1950,0.00575573034
csh,x,consumer goods,JPN,1951,0.00790329756
csh,x,consumer goods,JPN,1952,0.00745900276
csh,x,consumer goods,JPN,1953,0.00675281148
csh,x,consumer goods,JPN,1954,0.00674133514
csh,x,consumer goods,JPN,1955,0.00707664796
csh,x,consumer goods,JPN,1956,0.00775944722
csh,x,consumer goods,JPN,1957,0.00796463662
csh,x,consumer goods,JPN,1958,0.0074192194
csh,x,consumer goods,JPN,1959,0.00754988553
csh,x,consumer goods,JPN,1960,0.00755305025
csh,x,consumer goods,JPN,1961,0.00693757921
csh,x,consumer goods,JPN,1962,0.00729959032
csh,x,consumer goods,JPN,1963,0.00731536625
csh,x,consumer goods,JPN,1964,0.00778531273
csh,x,consumer goods,JPN,1965,0.00908079995
csh,x,consumer goods,JPN,1966,0.00951967663
csh,x,consumer goods,JPN,1967,0.00898249626
csh,x,consumer goods,JPN,1968,0.00978528113
csh,x,consumer goods,JPN,1969,0.01045513407
csh,x,consumer goods,JPN,1970,0.01106691537
csh,x,consumer goods,JPN,1971,0.01218858917
csh,x,consumer goods,JPN,1972,0.01146055111
csh,x,consumer goods,JPN,1973,0.01175587991
csh,x,consumer goods,JPN,1974,0.0157420957
csh,x,consumer goods,JPN,1975,0.0141637805
csh,x,consumer goods,JPN,1976,0.0156785919
csh,x,consumer goods,JPN,1977,0.0163356828
csh,x,consumer goods,JPN,1978,0.0152867257
csh,x,consumer goods,JPN,1979,0.0149832737
csh,x,consumer goods,JPN,1980,0.0170457055
csh,x,consumer goods,JPN,1981,0.0187656636
csh,x,consumer goods,JPN,1982,0.0186449217
csh,x,consumer goods,JPN,1983,0.0200308429
csh,x,consumer goods,JPN,1984,0.0234169979
csh,x,consumer goods,JPN,1985,0.0282948605
csh,x,consumer goods,JPN,1986,0.023547911
csh,x,consumer goods,JPN,1987,0.0211527317
csh,x,consumer goods,JPN,1988,0.0217639736
csh,x,consumer goods,JPN,1989,0.01805336262
csh,x,consumer goods,JPN,1990,0.01789364259
csh,x,consumer goods,JPN,1991,0.01834711157
csh,x,consumer goods,JPN,1992,0.01765355994
csh,x,consumer goods,JPN,1993,0.01633132711
csh,x,consumer goods,JPN,1994,0.01656809276
csh,x,consumer goods,JPN,1995,0.01547376589
csh,x,consumer goods,JPN,1996,0.01350378582
csh,x,consumer goods,JPN,1997,0.01431833694
csh,x,consumer goods,JPN,1998,0.01317802391
csh,x,consumer goods,JPN,1999,0.01414061765
csh,x,consumer goods,JPN,2000,0.01587062418
csh,x,consumer goods,JPN,2001,0.01505460731
csh,x,consumer goods,JPN,2002,0.01466568046
csh,x,consumer goods,JPN,2003,0.01341890561
csh,x,consumer goods,JPN,2004,0.01440582075
csh,x,consumer goods,JPN,2005,0.01475884141
csh,x,consumer goods,JPN,2006,0.01418401047
csh,x,consumer goods,JPN,2007,0.0100795047
csh,x,consumer goods,JPN,2008,0.0100406261
csh,x,consumer goods,JPN,2009,0.0081157894
csh,x,consumer goods,JPN,2010,0.0090377405
csh,x,consumer goods,JPN,2011,0.0094395873
csh,x,consumer goods,JPN,2012,0.0085157981
csh,x,consumer goods,JPN,2013,0.0076596667
csh,x,consumer goods,JPN,2014,0.0078513301
csh,x,consumer goods,JPN,2015,0.0091095266
csh,x,consumer goods,JPN,2016,0.0100675303
csh,x,consumer goods,JPN,2017,0.0103960851
csh,x,consumer goods,JPN,2018,0.0116744887
csh,x,consumer goods,JPN,2019,0.0111616425
csh,x,consumer goods,USA,1950,0.0096112713
csh,x,consumer goods,USA,1951,0.0115073766
csh,x,consumer goods,USA,1952,0.0102259712
csh,x,consumer goods,USA,1953,0.0087195963
csh,x,consumer goods,USA,1954,0.0091532007
csh,x,consumer goods,USA,1955,0.0094692826
csh,x,consumer goods,USA,1956,0.0106713492
csh,x,consumer goods,USA,1957,0.0112168211
csh,x,consumer goods,USA,1958,0.0094543223
csh,x,consumer goods,USA,1959,0.0096774939
csh,x,consumer goods,USA,1960,0.0108897001
csh,x,consumer goods,USA,1961,0.0103350449
csh,x,consumer goods,USA,1962,0.0099849319
csh,x,consumer goods,USA,1963,0.0105863844
csh,x,consumer goods,USA,1964,0.0112854571
csh,x,consumer goods,USA,1965,0.0103537799
csh,x,consumer goods,USA,1966,0.01046356
csh,x,consumer goods,USA,1967,0.0099800808
csh,x,consumer goods,USA,1968,0.0100684702
csh,x,consumer goods,USA,1969,0.0102797002
csh,x,consumer goods,USA,1970,0.0112548528
csh,x,consumer goods,USA,1971,0.0105643759
csh,x,consumer goods,USA,1972,0.010849681
csh,x,consumer goods,USA,1973,0.0135951433
csh,x,consumer goods,USA,1974,0.0167381497
csh,x,consumer goods,USA,1975,0.0161282815
csh,x,consumer goods,USA,1976,0.0158823427
csh,x,consumer goods,USA,1977,0.0151749555
csh,x,consumer goods,USA,1978,0.015872177
csh,x,consumer goods,USA,1979,0.0177414193
csh,x,consumer goods,USA,1980,0.0199953015
csh,x,consumer goods,USA,1981,0.0189305361
csh,x,consumer goods,USA,1982,0.0168245433
csh,x,consumer goods,USA,1983,0.0149791687
csh,x,consumer goods,USA,1984,0.0151298177
csh,x,consumer goods,USA,1985,0.011261012
csh,x,consumer goods,USA,1986,0.0103007986
csh,x,consumer goods,USA,1987,0.0110221919
csh,x,consumer goods,USA,1988,0.0121941553
csh,x,consumer goods,USA,1989,0.0135213226
csh,x,consumer goods,USA,1990,0.0132869831
csh,x,consumer goods,USA,1991,0.0135026923
csh,x,consumer goods,USA,1992,0.0151276211
csh,x,consumer goods,USA,1993,0.0156846991
csh,x,consumer goods,USA,1994,0.0170489361
csh,x,consumer goods,USA,1995,0.0168859307
csh,x,consumer goods,USA,1996,0.0177648557
csh,x,consumer goods,USA,1997,0.0188161218
csh,x,consumer goods,USA,1998,0.0179586719
csh,x,consumer goods,USA,1999,0.0170785741
csh,x,consumer goods,USA,2000,0.0184216004
csh,x,consumer goods,USA,2001,0.0182131432
csh,x,consumer goods,USA,2002,0.0177915803
csh,x,consumer goods,USA,2003,0.0170798127
csh,x,consumer goods,USA,2004,0.0166515186
csh,x,consumer goods,USA,2005,0.01766269
csh,x,consumer goods,USA,2006,0.0184155229
csh,x,consumer goods,USA,2007,0.0179117677
csh,x,consumer goods,USA,2008,0.0213472955
csh,x,consumer goods,USA,2009,0.0215502643
csh,x,consumer goods,USA,2010,0.023031238
csh,x,consumer goods,USA,2011,0.024339938
csh,x,consumer goods,USA,2012,0.025578867
csh,x,consumer goods,USA,2013,0.025615309
csh,x,consumer goods,USA,2014,0.025407115
csh,x,consumer goods,USA,2015,0.022598584
csh,x,consumer goods,USA,2016,0.021873111
csh,x,consumer goods,USA,2017,0.0190390395
csh,x,consumer goods,USA,2018,0.0180309238
csh,x,consumer goods,USA,2019,0.0172929754
csh,m,consumer goods,CHN,1952,-0.00156098238
csh,m,consumer goods,CHN,1953,-0.00141960295
csh,m,consumer goods,CHN,1954,-0.00163517217
csh,m,consumer goods,CHN,1955,-0.00158852409
csh,m,consumer goods,CHN,1956,-0.00157206412
csh,m,consumer goods,CHN,1957,-0.00157410436
csh,m,consumer goods,CHN,1958,-0.00157023204
csh,m,consumer goods,CHN,1959,-0.0020900868
csh,m,consumer goods,CHN,1960,-0.0031833807
csh,m,consumer goods,CHN,1961,-0.00233938995
csh,m,consumer goods,CHN,1962,-0.00151263341
csh,m,consumer goods,CHN,1963,-0.00138751574
csh,m,consumer goods,CHN,1964,-0.00140955066
csh,m,consumer goods,CHN,1965,-0.00161754584
csh,m,consumer goods,CHN,1966,-0.00162748381
csh,m,consumer goods,CHN,1967,-0.00134354603
csh,m,consumer goods,CHN,1968,-0.00137037534
csh,m,consumer goods,CHN,1969,-0.00112280855
csh,m,consumer goods,CHN,1970,-0.00111191065
csh,m,consumer goods,CHN,1971,-0.00099660057
csh,m,consumer goods,CHN,1972,-0.00122494088
csh,m,consumer goods,CHN,1973,-0.00182826553
csh,m,consumer goods,CHN,1974,-0.0029352185
csh,m,consumer goods,CHN,1975,-0.0027360063
csh,m,consumer goods,CHN,1976,-0.0025208209
csh,m,consumer goods,CHN,1977,-0.00239174735
csh,m,consumer goods,CHN,1978,-0.0027283609
csh,m,consumer goods,CHN,1979,-0.0033802571
csh,m,consumer goods,CHN,1980,-0.0042686671
csh,m,consumer goods,CHN,1981,-0.0051170979
csh,m,consumer goods,CHN,1982,-0.0043444214
csh,m,consumer goods,CHN,1983,-0.0042310691
csh,m,consumer goods,CHN,1984,-0.0048244841
csh,m,consumer goods,CHN,1985,-0.0053693485
csh,m,consumer goods,CHN,1986,-0.0028301294
csh,m,consumer goods,CHN,1987,-0.0036928713
csh,m,consumer goods,CHN,1988,-0.0050643769
csh,m,consumer goods,CHN,1989,-0.0054764283
csh,m,consumer goods,CHN,1990,-0.0047854211
csh,m,consumer goods,CHN,1991,-0.0035785159
csh,m,consumer goods,CHN,1992,-0.0038399135
csh,m,consumer goods,CHN,1993,-0.0035961452
csh,m,consumer goods,CHN,1994,-0.0047572169
csh,m,consumer goods,CHN,1995,-0.0060987699
csh,m,consumer goods,CHN,1996,-0.0057450549
