sect_name,t,source,region,sect_group,gvc,traditional,traditional_jpn.x,traditional_jpn.y
"11-Machinery, nec.",1970,wiodlr,KOR,Manufacturing,0.0334343134588094,0.0223854342783645,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,MEX,Manufacturing,0.402242278042974,0.170663757889497,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,NLD,Manufacturing,0.435788318208872,0.474152400078085,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,PRT,Manufacturing,0.203463887139945,0.0915466055653277,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,SWE,Manufacturing,1.48210506627516,1.23411143418744,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,TWN,Manufacturing,0.718221304416217,0.239473938331726,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,USA,Manufacturing,1.04790586620206,1.18802784859552,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1990,wiodlr,AUS,Manufacturing,0.271454599462743,0.161831878371811,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,AUT,Manufacturing,1.41296985637594,1.1708874357846,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,BEL,Manufacturing,0.600760025621017,0.651453090859721,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,BRA,Manufacturing,0.373832714322706,0.492144744177919,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,CAN,Manufacturing,0.548801846486912,0.368954011593829,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,CHN,Manufacturing,0.316252823442061,0.1526073275124,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,DEU,Manufacturing,1.55882829751284,1.90918423301605,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,DNK,Manufacturing,1.44713727200869,1.09074406283964,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,ESP,Manufacturing,0.619805746059573,0.542773749646912,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,FIN,Manufacturing,1.07314481638705,1.06558826658019,1.48808303056304,1.48808303056304
